Country,Gender,Compensation: midpoint,Employment Status
Estonia,Male,Unemployed,I'm a student
Estonia,Male,Unemployed,I'm a student
Estonia,Male,Unemployed,I'm a student
Estonia,Male,Unemployed,I'm a student
Estonia,Male,Unemployed,I'm a student
Ethiopia,Male,Rather not say,I'm a student
Finland,Male,,I'm a student
Finland,Male,Rather not say,I'm a student
Finland,Male,,I'm a student
Finland,Male,10000,I'm a student
Finland,Male,Unemployed,I'm a student
Finland,Male,10000,I'm a student
Finland,Male,Unemployed,I'm a student
Finland,Male,,I'm a student
Finland,Male,Unemployed,I'm a student
Finland,Male,Rather not say,I'm a student
Finland,Male,Unemployed,I'm a student
Finland,Male,Rather not say,I'm a student
Finland,Male,30000,Employed full-time
Finland,Male,Unemployed,I'm a student
Finland,Male,,
Finland,Male,Unemployed,Unemployed
Finland,Male,Unemployed,I'm a student
Finland,Male,10000,I'm a student
Finland,Male,Unemployed,I'm a student
Finland,Male,Rather not say,I'm a student
Finland,Male,Unemployed,I'm a student
Finland,Male,,
Finland,Prefer not to disclose,Unemployed,I'm a student
Finland,Male,10000,I'm a student
Finland,Male,Unemployed,I'm a student
Finland,Male,Unemployed,I'm a student
Finland,Male,Unemployed,I'm a student
Finland,Male,10000,I'm a student
Finland,Male,Rather not say,Prefer not to disclose
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,10000,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,Employed full-time
France,Male,,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,,I'm a student
France,Male,Unemployed,I'm a student
France,Male,10000,I'm a student
France,Male,Unemployed,I'm a student
France,Male,,I'm a student
France,Male,10000,I'm a student
France,Male,10000,I'm a student
France,Female,,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,10000,I'm a student
France,Male,Rather not say,I'm a student
France,Male,,
France,Male,10000,I'm a student
France,Male,,
France,Male,Rather not say,I'm a student
France,Male,10000,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,10000,I'm a student
France,Male,Unemployed,I'm a student
France,Male,,I'm a student
France,Female,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Female,Unemployed,I'm a student
France,Male,10000,I'm a student
France,Male,Unemployed,I'm a student
France,Female,,I'm a student
France,Male,10000,I'm a student
France,Prefer not to disclose,Rather not say,I'm a student
France,Male,30000,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,,I'm a student
France,Male,Unemployed,I'm a student
France,Male,,I'm a student
France,Male,,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Rather not say,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,,I'm a student
France,Male,10000,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Other,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,10000,I'm a student
France,Male,,I'm a student
France,Prefer not to disclose,Unemployed,I'm a student
France,Male,10000,I'm a student
France,Male,Unemployed,I'm a student
France,Female,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Female,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
France,Male,Unemployed,I'm a student
Gabon,Male,10000,I'm a student
Georgia,Male,Unemployed,Unemployed
Germany,Male,Rather not say,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,,Employed full-time
Germany,Male,,
Germany,Male,,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,
Germany,Male,Rather not say,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,30000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,Unemployed
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Female,10000,I'm a student
Germany,Male,,I'm a student
Germany,Female,,I'm a student
Germany,Male,,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Prefer not to disclose,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,,
Germany,Male,,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,
Germany,Male,,I'm a student
Germany,Male,,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Prefer not to disclose,,Prefer not to disclose
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,50000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Prefer not to disclose,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,50000,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Prefer not to disclose,,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Female,,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,
Germany,Male,10000,I'm a student
Germany,Prefer not to disclose,Rather not say,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Prefer not to disclose,Rather not say,I'm a student
Germany,Male,,I'm a student
Germany,Female,10000,I'm a student
Germany,Male,,
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,,I'm a student
Germany,Male,,I'm a student
Germany,Prefer not to disclose,,
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Female,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Prefer not to disclose,Unemployed,Unemployed
Germany,Male,,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,30000,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,10000,I'm a student
Germany,,,
Germany,Male,,I'm a student
Germany,Male,,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Female,,I'm a student
Germany,Prefer not to disclose,,I'm a student
Germany,Other,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,,I'm a student
Germany,Male,,
Germany,Male,Rather not say,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Prefer not to disclose,,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Prefer not to disclose,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Female,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Other,10000,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Female,30000,I'm a student
Germany,Male,10000,I'm a student
Germany,Prefer not to disclose,10000,I'm a student
Germany,Male,,
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,,I'm a student
Germany,Male,,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Prefer not to disclose,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,Unemployed
Germany,Male,,
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,30000,I'm a student
Germany,Female,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,30000,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Rather not say,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,10000,I'm a student
Germany,Male,,I'm a student
Germany,Male,10000,Unemployed
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Germany,Male,Unemployed,I'm a student
Ghana,Male,Unemployed,I'm a student
Greece,Male,Rather not say,I'm a student
Greece,Male,Unemployed,I'm a student
Greece,Male,Unemployed,I'm a student
Greece,Male,10000,I'm a student
Greece,Male,10000,I'm a student
Greece,Male,,I'm a student
Greece,Male,Unemployed,I'm a student
Greece,Male,,I'm a student
Greece,Male,10000,I'm a student
Greece,Male,,I'm a student
Greece,Female,,I'm a student
Greece,Male,,I'm a student
Greece,Male,Unemployed,I'm a student
Greece,Female,,
Greece,Male,,
Greece,Male,Unemployed,I'm a student
Greece,Male,Unemployed,Unemployed
Greece,Male,Unemployed,I'm a student
Greece,Male,Rather not say,I'm a student
Greece,Male,Unemployed,I'm a student
Greece,Male,Unemployed,I'm a student
Greece,Male,Rather not say,Unemployed
Greece,Male,Unemployed,I'm a student
Guatemala,Male,,
Hungary,Male,Unemployed,I'm a student
Hungary,Female,Rather not say,I'm a student
Hungary,Male,Rather not say,I'm a student
Hungary,Male,Rather not say,I'm a student
Hungary,Male,Unemployed,I'm a student
Hungary,Male,,I'm a student
Hungary,Male,10000,I'm a student
Hungary,Male,Unemployed,I'm a student
Hungary,Male,Rather not say,I'm a student
Hungary,Male,Unemployed,I'm a student
Hungary,Male,10000,I'm a student
Hungary,Male,,I'm a student
Hungary,Male,Unemployed,I'm a student
Hungary,Male,Unemployed,I'm a student
Hungary,Male,10000,I'm a student
Hungary,Male,Unemployed,I'm a student
Hungary,Male,Unemployed,I'm a student
Hungary,Male,10000,I'm a student
Hungary,Male,Unemployed,I'm a student
Hungary,Male,Unemployed,I'm a student
Iceland,Male,Rather not say,I'm a student
Iceland,Male,Unemployed,I'm a student
Iceland,Male,Unemployed,I'm a student
Iceland,Male,Unemployed,I'm a student
Iceland,Male,Rather not say,I'm a student
India,Female,10000,I'm a student
India,Male,10000,I'm a student
India,Male,30000,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,
India,Male,Unemployed,Unemployed
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Prefer not to disclose,,I'm a student
India,Male,,
India,Male,Rather not say,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,10000,I'm a student
India,Male,Unemployed,I'm a student
India,Female,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,Unemployed
India,Male,Rather not say,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,
India,Male,Unemployed,I'm a student
India,Male,,
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,Rather not say,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Rather not say,I'm a student
India,Female,,I'm a student
India,Male,Unemployed,Unemployed
India,Female,10000,I'm a student
India,Male,Unemployed,I'm a student
India,Female,,I'm a student
India,Female,Unemployed,I'm a student
India,Male,Rather not say,I'm a student
India,Male,,
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Rather not say,I'm a student
India,Male,10000,I'm a student
India,Female,,
India,Female,Unemployed,I'm a student
India,Female,,I'm a student
India,Female,Rather not say,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Rather not say,I'm a student
India,Male,,I'm a student
India,Male,Rather not say,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,
India,Male,,
India,Male,Rather not say,I'm a student
India,Male,,
India,Male,,I'm a student
India,Male,,
India,Male,,I'm a student
India,Male,,Unemployed
India,Male,,
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,Other
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Female,10000,I'm a student
India,Male,10000,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,
India,Female,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,10000,Unemployed
India,Female,Unemployed,I'm a student
India,Male,Unemployed,Unemployed
India,Male,10000,Employed full-time
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,,I'm a student
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,10000,I'm a student
India,,,I'm a student
India,Male,Rather not say,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,
India,Female,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Rather not say,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Female,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Female,,Unemployed
India,Male,,I'm a student
India,Male,50000,I'm a student
India,Male,,
India,Female,Unemployed,I'm a student
India,Male,Rather not say,I'm a student
India,Female,,I'm a student
India,Male,,
India,Male,50000,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Rather not say,I'm a student
India,Female,Unemployed,I'm a student
India,Male,Rather not say,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,10000,Unemployed
India,Male,10000,I'm a student
India,Male,Unemployed,Unemployed
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Rather not say,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Female,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,10000,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Female,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,10000,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Rather not say,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
India,Male,Unemployed,I'm a student
Indonesia,Male,Unemployed,I'm a student
Indonesia,Male,,I'm a student
Indonesia,Male,10000,I'm a student
Indonesia,Male,Rather not say,I'm a student
Indonesia,Female,Unemployed,I'm a student
Indonesia,Male,Unemployed,I'm a student
Indonesia,Male,Rather not say,I'm a student
Indonesia,Male,Unemployed,I'm a student
Indonesia,Male,Unemployed,I'm a student
Indonesia,Male,Unemployed,I'm a student
Indonesia,Female,Unemployed,I'm a student
Indonesia,Female,Unemployed,I'm a student
Iran,Female,,I'm a student
Iran,Female,Unemployed,I'm a student
Iran,Male,Unemployed,I'm a student
Iran,Male,Unemployed,I'm a student
Iran,Male,Unemployed,I'm a student
Iran,Male,10000,I'm a student
Iran,Male,Unemployed,I'm a student
Iran,Male,Unemployed,I'm a student
Iran,Female,Unemployed,I'm a student
Iran,Male,10000,Other
Iraq,Male,Unemployed,I'm a student
Ireland {Republic},Female,Unemployed,I'm a student
Ireland {Republic},Female,10000,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,10000,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,10000,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,110000,I'm a student
Ireland {Republic},Male,30000,I'm a student
Ireland {Republic},Male,Unemployed,Unemployed
Ireland {Republic},Male,10000,I'm a student
Ireland {Republic},Female,10000,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,Unemployed,Unemployed
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,Rather not say,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Ireland {Republic},Male,10000,I'm a student
Ireland {Republic},Male,Unemployed,I'm a student
Israel,Female,Unemployed,I'm a student
Israel,Female,10000,I'm a student
Israel,Male,30000,Employed full-time
Israel,Male,Unemployed,I'm a student
Israel,Male,Unemployed,I'm a student
Israel,Male,,
Israel,Male,Unemployed,I'm a student
Israel,Male,,I'm a student
Israel,Male,Unemployed,I'm a student
Israel,Male,Rather not say,I'm a student
Italy,Male,10000,I'm a student
Italy,Male,,I'm a student
Italy,Female,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,,
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,10000,I'm a student
Italy,Male,Rather not say,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,Prefer not to disclose
Italy,Male,,
Italy,Female,,I'm a student
Italy,Female,,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,30000,Employed full-time
Italy,Male,Unemployed,I'm a student
Italy,Male,,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Female,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Female,Unemployed,I'm a student
Italy,Male,Rather not say,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,,I'm a student
Italy,Male,10000,I'm a student
Italy,Male,Rather not say,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,Unemployed
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,Unemployed
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,,I'm a student
Italy,Male,Rather not say,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Italy,Male,Unemployed,I'm a student
Jamaica,Female,Unemployed,I'm a student
Japan,Male,Unemployed,I'm a student
Japan,Female,Unemployed,I'm a student
Japan,Male,50000,Unemployed
Japan,Male,Unemployed,I'm a student
Korea South,Male,10000,I'm a student
Korea South,Female,30000,I'm a student
Korea South,Male,,
Korea South,Male,Unemployed,I'm a student
Korea South,Male,Unemployed,I'm a student
Korea South,Male,Unemployed,I'm a student
Korea South,Male,Rather not say,I'm a student
Korea South,Male,10000,I'm a student
Korea South,Male,Unemployed,I'm a student
Korea South,Male,Rather not say,I'm a student
Korea South,Male,Unemployed,I'm a student
Kuwait,Male,Unemployed,I'm a student
Kyrgyzstan,Male,Unemployed,I'm a student
Latvia,Male,Unemployed,I'm a student
Latvia,Male,Unemployed,I'm a student
Latvia,Male,Unemployed,I'm a student
Lebanon,Male,Rather not say,I'm a student
Lebanon,Female,Unemployed,I'm a student
Lithuania,Male,,I'm a student
Lithuania,Male,Unemployed,I'm a student
Lithuania,Male,,I'm a student
Luxembourg,Male,Unemployed,I'm a student
Luxembourg,Male,,I'm a student
Luxembourg,Male,Unemployed,I'm a student
Macedonia,Male,Unemployed,I'm a student
Macedonia,Female,,I'm a student
Madagascar,Male,Unemployed,I'm a student
Malaysia,Male,Unemployed,I'm a student
Malaysia,Male,Unemployed,I'm a student
Malaysia,Male,Unemployed,I'm a student
Malaysia,Female,Unemployed,I'm a student
Malaysia,Male,,
Maldives,Male,Unemployed,I'm a student
Maldives,Male,Unemployed,I'm a student
Malta,Male,,I'm a student
Malta,Male,10000,I'm a student
Malta,Male,Unemployed,I'm a student
Mauritius,Male,,I'm a student
Mexico,Male,Rather not say,I'm a student
Mexico,Male,Unemployed,I'm a student
Mexico,Male,Rather not say,I'm a student
Mexico,Male,10000,I'm a student
Mexico,Male,10000,I'm a student
Mexico,Male,10000,I'm a student
Mexico,Male,Unemployed,I'm a student
Mexico,Male,Unemployed,I'm a student
Mexico,Male,Unemployed,I'm a student
Mexico,Male,Unemployed,I'm a student
Morocco,Female,Unemployed,I'm a student
Morocco,Male,10000,I'm a student
Morocco,Male,,
"Myanmar, {Burma}",Male,,I'm a student
Nepal,Male,,I'm a student
Nepal,Male,Unemployed,I'm a student
Nepal,Male,Unemployed,I'm a student
Netherlands,Male,,I'm a student
Netherlands,Male,,I'm a student
Netherlands,Male,10000,Other
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,10000,I'm a student
Netherlands,Male,Unemployed,I'm a student
Netherlands,Male,10000,I'm a student
